Feature Index Set,feature_idx,cv_scores,avg_score,feature_names,ci_bound,std_dev,std_err
65,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 38, 39, 40, 41, 42, 43, 44, 45, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67)",[0.89130435 0.81659389 0.80786026 0.84716157 0.83842795],0.8402696031896715,"('0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '38', '39', '40', '41', '42', '43', '44', '45', '47', '48', '49', '50', '51', '52', '53', '54', '55', '56', '57', '58', '59', '60', '61', '62', '63', '64', '65', '66', '67')",0.03754431814892974,0.02921075503487025,0.014605377517435125
63,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 38, 39, 40, 42, 43, 44, 45, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67)",[0.89130435 0.82969432 0.80349345 0.84279476 0.82969432],0.8393962407442567,"('0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '38', '39', '40', '42', '43', '44', '45', '47', '48', '49', '50', '51', '52', '53', '54', '55', '56', '57', '58', '59', '60', '61', '62', '63', '64', '65', '66', '67')",0.03717698735046257,0.028924959194119484,0.01446247959705974
22,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 35, 39, 48, 49, 50, 51, 52, 59, 60, 66)",[0.87826087 0.8209607  0.79475983 0.85152838 0.82532751],0.8341674577558382,"('0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '35', '39', '48', '49', '50', '51', '52', '59', '60', '66')",0.03658523816075338,0.028464558220685613,0.014232279110342807
66,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 37, 38, 39, 40, 41, 42, 43, 44, 45, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67)",[0.87391304 0.79912664 0.80786026 0.84279476 0.84279476],0.8332978925384469,"('0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '37', '38', '39', '40', '41', '42', '43', '44', '45', '47', '48', '49', '50', '51', '52', '53', '54', '55', '56', '57', '58', '59', '60', '61', '62', '63', '64', '65', '66', '67')",0.03470151794106813,0.02699895989304555,0.013499479946522775
15,"(0, 1, 2, 3, 4, 5, 39, 48, 49, 50, 51, 52, 59, 60, 66)",[0.86521739 0.8209607  0.79475983 0.84279476 0.82532751],0.8298120372128347,"('0', '1', '2', '3', '4', '5', '39', '48', '49', '50', '51', '52', '59', '60', '66')",0.0301383860937129,0.02344868828986535,0.011724344144932673
14,"(0, 1, 2, 3, 4, 39, 48, 49, 50, 51, 52, 59, 60, 66)",[0.86521739 0.8209607  0.79475983 0.84279476 0.82532751],0.8298120372128347,"('0', '1', '2', '3', '4', '39', '48', '49', '50', '51', '52', '59', '60', '66')",0.0301383860937129,0.02344868828986535,0.011724344144932673
21,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 39, 48, 49, 50, 51, 52, 59, 60, 66)",[0.86521739 0.8209607  0.79475983 0.84279476 0.82532751],0.8298120372128347,"('0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '39', '48', '49', '50', '51', '52', '59', '60', '66')",0.0301383860937129,0.02344868828986535,0.011724344144932673
20,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 39, 48, 49, 50, 51, 52, 59, 60, 66)",[0.86521739 0.8209607  0.79475983 0.84279476 0.82532751],0.8298120372128347,"('0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '39', '48', '49', '50', '51', '52', '59', '60', '66')",0.0301383860937129,0.02344868828986535,0.011724344144932673
19,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 39, 48, 49, 50, 51, 52, 59, 60, 66)",[0.86521739 0.8209607  0.79475983 0.84279476 0.82532751],0.8298120372128347,"('0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '39', '48', '49', '50', '51', '52', '59', '60', '66')",0.0301383860937129,0.02344868828986535,0.011724344144932673
18,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 39, 48, 49, 50, 51, 52, 59, 60, 66)",[0.86521739 0.8209607  0.79475983 0.84279476 0.82532751],0.8298120372128347,"('0', '1', '2', '3', '4', '5', '6', '7', '8', '39', '48', '49', '50', '51', '52', '59', '60', '66')",0.0301383860937129,0.02344868828986535,0.011724344144932673
17,"(0, 1, 2, 3, 4, 5, 6, 7, 39, 48, 49, 50, 51, 52, 59, 60, 66)",[0.86521739 0.8209607  0.79475983 0.84279476 0.82532751],0.8298120372128347,"('0', '1', '2', '3', '4', '5', '6', '7', '39', '48', '49', '50', '51', '52', '59', '60', '66')",0.0301383860937129,0.02344868828986535,0.011724344144932673
13,"(0, 1, 2, 3, 39, 48, 49, 50, 51, 52, 59, 60, 66)",[0.86521739 0.8209607  0.79475983 0.84279476 0.82532751],0.8298120372128347,"('0', '1', '2', '3', '39', '48', '49', '50', '51', '52', '59', '60', '66')",0.0301383860937129,0.02344868828986535,0.011724344144932673
9,"(39, 48, 49, 50, 51, 52, 59, 60, 66)",[0.86521739 0.8209607  0.79475983 0.84279476 0.82532751],0.8298120372128347,"('39', '48', '49', '50', '51', '52', '59', '60', '66')",0.0301383860937129,0.02344868828986535,0.011724344144932673
10,"(0, 39, 48, 49, 50, 51, 52, 59, 60, 66)",[0.86521739 0.8209607  0.79475983 0.84279476 0.82532751],0.8298120372128347,"('0', '39', '48', '49', '50', '51', '52', '59', '60', '66')",0.0301383860937129,0.02344868828986535,0.011724344144932673
11,"(0, 1, 39, 48, 49, 50, 51, 52, 59, 60, 66)",[0.86521739 0.8209607  0.79475983 0.84279476 0.82532751],0.8298120372128347,"('0', '1', '39', '48', '49', '50', '51', '52', '59', '60', '66')",0.0301383860937129,0.02344868828986535,0.011724344144932673
12,"(0, 1, 2, 39, 48, 49, 50, 51, 52, 59, 60, 66)",[0.86521739 0.8209607  0.79475983 0.84279476 0.82532751],0.8298120372128347,"('0', '1', '2', '39', '48', '49', '50', '51', '52', '59', '60', '66')",0.0301383860937129,0.02344868828986535,0.011724344144932673
16,"(0, 1, 2, 3, 4, 5, 6, 39, 48, 49, 50, 51, 52, 59, 60, 66)",[0.86521739 0.8209607  0.79475983 0.84279476 0.82532751],0.8298120372128347,"('0', '1', '2', '3', '4', '5', '6', '39', '48', '49', '50', '51', '52', '59', '60', '66')",0.0301383860937129,0.02344868828986535,0.011724344144932673
8,"(39, 48, 49, 50, 51, 52, 59, 60)",[0.86521739 0.81659389 0.79475983 0.83842795 0.82532751],0.8280653123220049,"('39', '48', '49', '50', '51', '52', '59', '60')",0.03006595094477374,0.023392331283109143,0.011696165641554571
67,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67)",[0.88695652 0.80786026 0.78165939 0.83842795 0.82532751],0.8280463261818873,"('0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '37', '38', '39', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '50', '51', '52', '53', '54', '55', '56', '57', '58', '59', '60', '61', '62', '63', '64', '65', '66', '67')",0.045057857374556746,0.03505654381425539,0.017528271907127694
7,"(39, 48, 49, 50, 51, 52, 59)",[0.86521739 0.81222707 0.79039301 0.83842795 0.82532751],0.8263185874311751,"('39', '48', '49', '50', '51', '52', '59')",0.032260307448404676,0.02509961519308648,0.012549807596543238
6,"(39, 48, 49, 50, 52, 59)",[0.86521739 0.81222707 0.7860262  0.83406114 0.82532751],0.8245718625403455,"('39', '48', '49', '50', '52', '59')",0.03342170690713891,0.026003223428882435,0.013001611714441218
5,"(39, 48, 49, 50, 52)",[0.86521739 0.80786026 0.77729258 0.83406114 0.8209607 ],0.8210784127586862,"('39', '48', '49', '50', '52')",0.0372899792637486,0.029012870741396142,0.014506435370698071
68,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67)",[0.87826087 0.79475983 0.79912664 0.81222707 0.8209607 ],0.8210670210746155,"('0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '50', '51', '52', '53', '54', '55', '56', '57', '58', '59', '60', '61', '62', '63', '64', '65', '66', '67')",0.03865603514407377,0.030075708626101743,0.015037854313050871
4,"(39, 48, 49, 50)",[0.86086957 0.79475983 0.77292576 0.82532751 0.81659389],0.814095310423391,"('39', '48', '49', '50')",0.03808032480815651,0.029627786425815327,0.014813893212907662
3,"(39, 48, 49)",[0.84782609 0.7860262  0.75545852 0.80349345 0.79475983],0.7975128156445794,"('39', '48', '49')",0.038452668165413206,0.029917482207598926,0.014958741103799461
2,"(39, 49)",[0.76521739 0.72052402 0.71179039 0.73799127 0.72489083],0.7320827795709132,"('39', '49')",0.023907259539461826,0.018600660136963813,0.009300330068481907
1,"(39,)",[0.71304348 0.68122271 0.65502183 0.68122271 0.65938865],0.6779798746914751,"('39',)",0.026485686701499176,0.02060676406743767,0.010303382033718833
